created_at,verified,favorite_count,retweet_count,twitter_engagement,clean_text,topic,topic_revised,topic_final
2020-02-08T18:04:21Z,TRUE,1154,334,1488,"#Coronavirus: Foreigners who went to China after January 15 not allowed to enter India, says DGCA",,,
2020-02-04T20:51:16Z,FALSE,733,754,1487,This video may have started to get removed from the internet. Keep this one alive. #coronavirus #wuhan #coronavirusoutbreak,,,
2020-01-29T05:57:46Z,FALSE,512,973,1485,Better safe than sorry. #coronavirus #2019,,,
2020-02-06T21:30:59Z,FALSE,641,840,1481,Deplorable conditions in Chinese hospitals as #Wuhans people battle the #Coronavirus outbreak under a communist system of GOVERNMENT RUN HEALTHCARE-ya know-the kind American Socialists want to impose upon us with #MedicareForAll #NeverSocialism,,,
2020-02-08T09:42:24Z,TRUE,841,637,1478,"Symptoms of Novel #Coronavirus 1. Systemic - fever, fatigue 2. Kidneys - decreased function 3. Intestines - diarrhea 4. Respiratory - runny nose, sore throat, shortness of breath, sneezing, dry cough 5. Circulatory - leucopenia COMPLICATIONS! * Pneumonia * Kidney failure",,,
2020-01-29T18:04:20Z,TRUE,999,478,1477,"We want to help you access credible information, especially when it comes to public health. Weve adjusted our search prompt in key countries across the globe to feature authoritative health sources when you search for terms related to novel #coronavirus.",,,
2020-02-04T23:50:34Z,FALSE,765,711,1476,2/4 #coronavirus Another case of sudden coma or death on the street of Hong Kong. So far what we have known about 19-nCov: - it is a lab made virus - with 4 inserted HIV gene - many sudden deaths - no obvious symptoms - possible release from CCP Location: Wengui St HK,,,
2020-01-29T19:34:09Z,FALSE,1157,318,1475,"This man deserves our endless respect Dr. Liang Wudong, who was treating patients of corona virus in wuhan, china,gets infected while treating patients and become the first doctor to die from the new #Coronavirus. A reminder that while everyone else is trying to avoid it,fron",,,
2020-01-29T14:34:38Z,TRUE,964,510,1474,"UPDATE on #coronavirus testing in the UK: As of 2pm on Wednesday 29 January 2020, a total of 130 tests have concluded: 130 were confirmed negative 0 positive Updates will be published at 2pm daily until further notice.",,,
2020-01-25T21:41:26Z,FALSE,822,649,1471,This photo was sent to me a few hours ago by someone I know of in #Wuhan. Theyve havent (yet!) got #coronavirus and they tried to leave the city to take their family to safety. Every road out was blocked. This sort of shit puts all my complaints into perspective,,,
2020-02-04T01:32:28Z,TRUE,775,695,1470,"#Coronavirus: Queues form at a pharmacy for face masks as a city-wide shortage continues. Nearby, a pack of 50 masks is selling for HK$380.",,,
2020-01-29T23:11:55Z,TRUE,1093,376,1469,"After recovering from the novel #coronavirus pneumonia, Guo Qin, a 38-year-old nurse in Wuhan returned to work to continue the fight against the virus. I dont want to be a hero, but I just cant run away at this time, she said. #URHero",,,
2020-01-31T21:53:08Z,TRUE,1052,411,1463,Senate impeachment abuse also must be shut down so Senate and rest of Congress can back to work-such as helping @RealDonaldTrump deal with #coronavirus crisis. Impeachment abuse is placing Constitution and the public health at risk! #StoptheCoup. @LouDobbs,,,
2020-02-06T04:11:42Z,FALSE,1114,346,1460,"In one of Wuhans makeshift hospitals, a #coronavirus patient is photographed reading Francis Fukuyamas The Origins of Political Order.",,,
2020-01-31T16:29:25Z,FALSE,1149,308,1457,"As the #coronavirus is intentionally brought into UK, the buses with their totally hazmat suited medics patients move along the road, the bus driver wants to call his union rep whilst he considers how his life came to this.",,,
2020-01-25T10:25:09Z,FALSE,753,700,1453,"All respects for doctors, nurses, pharmacists and medical staffs all around the world who's treating patient infected #coronavirus Please share this to your family, the virus transmission is not a joke, there is still no vaccine, please pray for everyone, and stay safe",,,
2020-02-08T12:49:59Z,TRUE,1086,364,1450,"In China's battle against the novel #coronavirus, women have shown their professionalism, devotion and resilience alongside their male peers. #FightVirus",,,
2020-02-02T16:17:04Z,FALSE,1204,245,1449,"I don't know what's scarier: That the Corona Virus has spread to the Northeast (Boston) or that SO MANY people can't spell, they got #Coronarivus trending. Can we at least get the correct spelling of this dangerous disease to trend instead? #CoronaVirus #coronavirususa",,,
2020-02-06T15:37:15Z,FALSE,844,605,1449,"Tragic - the doctor who warned about #coronavirus and was silenced by police has died from the virus But remarkable that the Global Times, #CCP state media, has reported it",,,
2020-02-08T09:07:25Z,FALSE,869,580,1449,#coronavirus #CoronaVirus this is not a movie,,,
2020-02-08T22:29:30Z,FALSE,769,676,1445,"According to this latest literature review article,the #coronavirus can persist on surfaces (metal, glass, plastic...etc) for up to 9 days. 70% ethanol based disinfectants with 0.5 % hydrogen peroxide are efficient in cleaning surfaces and hands (leave it for 1 min. to evaporate)",,,
2020-02-12T18:05:36Z,TRUE,1018,423,1441,".@SecPompeo on the #coronavirus challenge: President @realDonaldTrump has taken action to try and protect the American people. This is a serious challenge, and the whole world needs to take on this challenge together.",,,
2020-01-29T15:34:37Z,TRUE,773,667,1440,"WHO deeply regrets the error in this week's situation report, which inserted the word moderate inaccurately in the #coronavirus global risk assessment. This was a human error in preparing the report. I have repeatedly stated the high risk of the outbreak",,,
2020-02-06T11:00:42Z,FALSE,867,573,1440,"Footage from US evacuation flight from Remember dont worry, the flu is worse... #coronavirus #coronaviruswuhan #CoronaOutbreak",,,
2020-02-06T22:46:13Z,TRUE,902,537,1439,"Since #coronavirus whistleblower Dr. Li Wenliangs tragic passing, the hashtag #Iwantfreedomofspeech starting trending on Weibo. Many posts directly refer to #Chinas constitution or prominent Chinese writer Lu Xuns quote. Something #Beijing fears the most has been unleashed.",,,
2020-01-29T23:30:13Z,FALSE,1212,226,1438,The #Coronavirus is projected to outsell Liam Payne's LP1 sales within the next 48 hours.,,,
2020-02-10T11:05:42Z,TRUE,986,450,1436,Robots are employed to offer services to people in quarantine amid the #coronavirus fight in China. #FightVirus,,,
2020-01-29T06:35:57Z,TRUE,887,547,1434,"This was the entrance to #Wuhans airport as Americans tried to reach the flight to get them out. Masked police, tankers spraying the road, and eerie silence for an international hub. #China increasingly being cut off from the world to contain the #coronavirus outbreak. @NBCNews",,,
2020-02-10T13:30:25Z,FALSE,785,648,1433,The Shanghai government just announced some terrible news The #Coronavirus IS airborne. It can be spread through the air EVEN if the infected person isn't present Previously many doctors advice was to maintain a 1-2m distance and not wear a mask. This advice is now useless! 1/n,,,
2020-02-06T22:03:53Z,FALSE,772,654,1426,"2/6 #coronavirus A young couple held each other, crying hard and helplessly. They were put into a small closed metal box in a van. The girls crying is heartbreaking. I dont know how they will be treated. But I know this is a very inhumane way of dealing with the infected.",,,
2020-01-25T15:24:10Z,FALSE,929,496,1425,Wuhan today #Wuhan #coronavirus,,,
2020-01-31T11:08:20Z,FALSE,1121,302,1423,"Wife saying goodbye to the doctor before he goes outside with the purpose of serving people in Wuhan city, China. This picture is worth a thousand words #coronavirus #ChinaWuHan",,,
2020-02-04T15:40:25Z,FALSE,837,586,1423,"When the chief of @who praised China for their effort and transparency to help stopping the spread of #coronavirus , while it spread worldwide because of the lack of transparency in China, you know @Who is not an organization you can fully rely on. Art by @ericwychow",,,
2020-02-02T13:16:14Z,FALSE,857,562,1419,"Meanwhile at the airport in Indonesia, arriving passengers are being sprayed with disinfectant from head to to toe due to #coronavirus",,,
2020-01-25T17:05:18Z,FALSE,523,892,1415,[asking] #CoronaVirus #CoronaOutbreak please RETWEET this to spread awareness and dont forget to inform your families friends.,,,
2020-01-29T00:42:33Z,FALSE,872,542,1414,"Latest on the #coronavirus nearly 6000 confirmed cases, 9000 suspected, 132 dead, 103 cured.",,,
2020-01-31T10:19:06Z,FALSE,916,497,1413,An extremely painful video We dont deserve this #coronavirus #CoronavirusOutbreak #PrayForChina #coronaviruswuhan #2019nCoV #China #Wuhan #WuhanCoronavirus #ChinaVirus #WuhanPneumonia #CoronaOutbreak,,,
2020-01-29T05:03:42Z,FALSE,1005,407,1412,No choice but to do this to China #coronavirus,,,
2020-01-29T16:47:06Z,FALSE,860,549,1409,NOT ANYMORE after Emperor Shithole's Chernobyl. #coronavirus has wakened many inside. It reminds the world thatCCP coverup kills more Chinese people. Do freedom loving people want to live under the New Evil Empire's world domination?,,,
2020-02-12T13:27:25Z,FALSE,889,515,1404,"If you find yourself in a #CoronaVirus quarantine, how about a little light reading to pass the time? Written in 1981, The Eyes of Darkness by Dean Koontz follows a virus called Wuhan-400, developed in the military labs of Wuhan, China.",,,
2020-02-06T13:54:42Z,FALSE,759,644,1403,"Two doctors discussing the #coronavirus crisis in #Wuhan, China. Make of it what you will.",,,
2020-01-25T02:29:11Z,FALSE,749,647,1396,"#coronavirus Thread: Virus-hit #Wuhan has 2 laboratories linked to #Chinese bio-warfare program #coronavirus maybe originated in a Wuhan laboratory linked to #Chinas covert biological weapons program, says an #Israeli biological warfare expert",,,
2020-01-29T19:20:09Z,TRUE,1051,345,1396,Indian Islamic cleric Ilyas Sharafuddin says in a bizarre statement that #Allah has punished #China by unleashing the #Coronavirus on them.,,,
2020-02-10T02:22:04Z,FALSE,1033,362,1395,"First China builds new hospitals for the #coronavirus then adds quarantine zones in stadiums now adding more beds in dorms and also bringing in 150,000 doctors.. why would you need more doctors than patients.. this isn't adding up..",,,
2020-02-08T23:35:43Z,FALSE,771,622,1393,"JUST IN: Royal Caribbeans Anthem of the Seas crew member dies for unknown reasons on cruise ship in New Jersey. Authorities do not believe the mans death was related to the #coronavirus, but are treating it with an abundance of caution as they await autopsy results. (NBC4NY)",,,
2020-01-29T16:21:18Z,TRUE,1170,221,1391,Incredible snow artist using his feet as paintbrush! A beautiful way to honor the medical workers in Wuhan. #heroes #coronavirus,,,
2020-02-06T13:38:30Z,TRUE,757,634,1391,Patient who are not diagnosed for #coronavirusaskes helps from the newly built quarantine facility in #Wuhan. she said there is no drink watertoilet within rangeno medicine been provided either. she could not sleep. help to save me she said at last,,,
2020-01-29T07:19:20Z,TRUE,1044,345,1389,Chinese man under investigation for #nCoV dies of pneumonia at San Lazaro Hospital #coronavirus,,,
2020-01-27T17:40:26Z,TRUE,717,671,1388,"As govts handling of #coronavirus outbreak sparks fury in #HongKong, protesters are calling for a general strike on 1/29 in support of local medical staff and restarting operation dawn to block traffic in the morning. One major demand is to close the border.",,,
2020-01-29T09:18:34Z,FALSE,898,490,1388,"""I've been driving ten years and this is the first time that I've never picked up one passenger from start to finish, 60 stops, hour and a half journey"" Says a Shanghai bus driver. Shanghai population = 24.24 million #coronavirus",,,
2020-02-08T16:14:40Z,FALSE,802,586,1388,Deaths due to the new #coronavirus will soon (likely tonight) exceed the 9-month mortality count of SARS... in just 6 weeks!,,,
2020-01-31T09:40:39Z,FALSE,1091,296,1387,"The Coronavirus is in the UK, only one thing to do... #coronavirus",,,
2020-01-27T00:20:32Z,TRUE,1012,374,1386,"JUST IN: No confirmed case of novel #coronavirus at Metropolitan Hospital, says Manila Health Department. #nCoV | via @ManilaPIO",,,
2020-02-08T13:09:30Z,FALSE,759,626,1385,"#coronavirus: A walking time bomb 230k people walked into #Hongkong from #Shenzhen yesterday night, trying to beat the quarantine deadline. They declined to do self-isolation with health monitors because they claimed they are healthy. What could possibly go wrong?",,,
2020-01-27T16:00:00Z,TRUE,1085,297,1382,"An antiviral spray against novel #coronavirus has developed in Shanghai Public Health Clinical Center, which can be put into throat as shield from virus. The spray can greatly help protect front-line medical staff, yet mass-production for public use is not available for now.",,,
2020-02-04T19:44:36Z,FALSE,732,643,1375,Heres another video of chemicals being sprayed on the street. #coronavirus,,,
2020-01-25T13:13:34Z,TRUE,946,425,1371,China's Wuhan will build a second #SARS treatment-model makeshift hospital and put it into use in half a month. #pneumonia #coronavirus,,,
2020-01-29T04:47:03Z,FALSE,1081,290,1371,"Every time a #coronavirus story is broadcast I want a parallel story about how many people have died of the #flu thus far this season because last year 80,000 people died from flu and unlike corona virus, there is a freaking vaccine. Get. A. #FluShot.",,,
2020-02-04T10:00:16Z,TRUE,392,978,1370,"BREAKING: 6 more people in Singapore infected with novel #coronavirus, including first 4 confirmed cases of local transmission of the virus in the country",,,
2020-02-12T06:09:18Z,FALSE,725,645,1370,"Our sources in Wuhan tell us that the hastily built hospitals are more like warehouses to store the sick and the dying than hospitals. The CCP built them to save face, not lives. #China #coronavirus",,,
2020-01-27T22:53:23Z,TRUE,711,658,1369,"@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOAFRO @WHOEMRO Important perspective from today's #coronavirus report: Of the 2,798 confirmed cases reported to @WHO so far, 98% are in China. Of the 37 cases outside China, 36 had travel history to Wuhan or other cities in China.",,,
2020-01-25T13:06:12Z,FALSE,762,605,1367,There is a real problem in #Wuhan. It is hard to believe 10 cities and 30M people would be quarantined for just 800 cases of infection by #coronavirus. That is 0.00005% of this regions population.,,,
2020-01-31T08:09:29Z,TRUE,1219,145,1364,Hahahahaha. They know. He is more dangerous than #coronavirus,,,
2020-02-06T04:07:12Z,TRUE,820,539,1359,"#UPDATE China scrambles to find bed space for thousands of newly infected patients, as the toll from the #coronavirus jumps again. More than 28,000 people are now known to be infected nationwide in an outbreak that has killed 563",,,
2020-01-27T19:26:35Z,FALSE,960,397,1357,Just read a comment now. .. Why did the Morrison Govt disband the CSIRO unit which was working on best manage of infectious disease outbreaks such as the Corona virus threat? Please tell me this isn't so folks? #auspol #CrimeMinister #coronavirus,,,
2020-02-06T15:29:39Z,FALSE,927,430,1357,"His name was Li Wen Liang. The world should know his name, the doctor who was trying to help others, a true calling for the job. #WuhanCoronavius #coronavirus #nCoV2019",,,
2020-02-02T21:24:50Z,FALSE,982,374,1356,Chinas 1st hospital for #coronavirus build in 10 days! Construction live-streamed online with 10 of millions viewers at anytime. PLA medical team already took over the facility. It will open tomorrow.,,,
2020-02-04T08:30:00Z,TRUE,1074,281,1355,"Check out Chinese speed in 30 seconds: Within 10 days, Chinese workers completed 80% of Leishenshan Hospital, a new makeshift hospital that can accommodate 1,600 patients to combat #coronavirus. That is what skill, strength, and confidence look like!",,,
2020-01-29T06:41:30Z,FALSE,895,457,1352,From The Simpson 1996 episodes. I swear their producers are from the future #coronavirus #CoronaOutbreak,,,
2020-01-27T18:20:23Z,FALSE,681,670,1351,"#CoronaVirus : Checks lacking at Hong Kong borders, as officials work out virus response @GlobalCRL: @CarrieLam HARRY UP! @joshuawongcf @demosisto @stuartlauscmp @Farefuturo1 @adolfo_urso @LauraHarth @fradicioni @PartitoRadicale",,,
2020-01-29T22:32:40Z,FALSE,1026,319,1345,"Today in coronavirus news: -Google closes China HQ -Microsoft tells staff to telecommute -Finland, UAE cases -Over 7,000 confirmed infections #Coronavirus",,,
2020-02-06T08:20:02Z,FALSE,780,565,1345,"Not really sure what this is hoping to achieve, but it is definitely not a normal response to a virus outbreak. #Coronavirus (30k) has now infected more people than SARS (8k) with numbers expected to explode over the coming week.",,,
2020-01-25T09:43:04Z,FALSE,1070,273,1343,"I recommend to be VERY careful with a lot of info on #coronavirus #coronaoutbreak #wuhanvirus spread by ""experts"" fearmongers on Twitter. But I also STRONGLY recommend to keep yourself informed beyond the traditional news. So far, the following handles have been useful (1/2):",,,
2020-02-10T15:23:21Z,FALSE,887,456,1343,Google and China working Hand in Hand to cover up the #coronavirus,,,
2020-02-10T23:43:29Z,FALSE,727,616,1343,"2/10 #coronavirus Wuhan quarantine center is the concentration camp that takes away both life and money. Thats why people would rather risk their lives felling off the high rise, but not going to the quarantine center. This is their final right to say NO to CCP",,,
2020-02-02T10:19:47Z,TRUE,928,413,1341,Watch the video to find out how the Wuhan Huoshenshan Hospital was completed in eight days. #coronavirus,,,
2020-01-29T15:34:28Z,TRUE,892,448,1340,"Most of the 6000+ new #coronavirus cases are in #China just 1%, or 68 cases, have been recorded to date in 15 other countries. But some person-to-person transmission in 3 countries outside of has been recorded. This potential for further global spread is why I called the EC",,,
2020-02-08T01:57:10Z,TRUE,679,660,1339,China: 86 weitere Tote durch Coronavirus #China #Coronavirus,,,
2020-01-27T19:47:44Z,FALSE,899,439,1338,Tweet from 2014. This guy said something interesting. #coronavirus #CoronaOutbreak,,,
2020-02-06T20:58:01Z,FALSE,740,590,1330,Mr. Zhang from #Wuhan trying very hard to get a bed for his father diagnosed with #coronavirus. Community director says no beds. Even a woman pregnant for 35 weeks cannot get one. English title added. First hand from China. Follow me for more. #CoronaOutbreak #coronaviruschina,,,
2020-02-04T15:40:44Z,TRUE,691,638,1329,CDC does not currently recommend the use of facemasks to help prevent novel #coronavirus. #2019nCoV is not spreading in communities in the US. Take everyday preventive actions to help slow the spread of respiratory illness.,,,
2020-02-02T15:01:38Z,FALSE,1036,290,1326,Very glad to report that medical relief supplies from #Pakistan have arrived for affectees of #CoronaVirus in #China Details of med equipment N95 masks: 84500 Surg Mask: 279000 Gloves: 28500 Shoes Cover : 15300 Gown: 7000 Apron: 8000 Goggles: 2400 Suits: 8500,,,
2020-02-04T02:21:22Z,TRUE,741,585,1326,"JUST IN: #Coronavirus: #HongKong's Carrie Lam denied there are political considerations in keeping checkpoints with #China open. She said the medics' strike caused disruption: ""Critical operations have been affected.""",,,
2020-01-27T01:22:52Z,FALSE,715,610,1325,1 of 6 @SolomonYue Wuhan civilian risked of getting arrested by using VPN to go through the China's Communist's internet firewall to tell the situation in Wuhan. All he wish is asking us to share his msgs hope that int'l countries could give pressure to CCP...#coronavirus,,,
2020-02-02T22:25:13Z,FALSE,1067,258,1325,"Talking to my friend who works at a pharmacy, he said masks they had in stock for #coronavirus sold out in an hour. Multiple people buying them said they were going to resell them on eBay and Amazon for hundreds of $ a box. These are examples of humans that are pieces of shit.",,,
2020-02-02T01:09:08Z,FALSE,871,447,1318,"Bought @clorox wipes 2 months ago. But on package it says it kills the human coronavirus WTF, I guess you guys got a good tip huh? #coronavirus",,,
2020-02-10T19:44:04Z,FALSE,1163,155,1318,"What Ive learned from this #coronavirus outbreak is that I should never, under any circumstance, go on a cruise.",,,
2020-01-27T20:10:57Z,FALSE,1049,268,1317,How to stay protected from the corona virus #coronavirus,,,
2020-01-29T02:38:31Z,FALSE,739,576,1315,"BREAKING: A situation in Fujian, China. #coronavirus (Posted by @IsChinar)",,,
2020-01-25T15:08:03Z,FALSE,667,647,1314,pls make yourselves aware about #coronavirus,,,
2020-01-31T15:57:22Z,FALSE,715,596,1311,"Even leaked video footage showing you a massive exodus of people trying to leave and avoid major big cities in #China duo to the #CoronaVirus after the #WHO declared it a ""Global health Emergency"" yesterday.",,,
2020-01-25T14:35:00Z,TRUE,794,515,1309,#China has quarantined 35 million people in an effort to contain the deadly #coronavirus. Will that work?,,,
2020-02-06T21:20:41Z,FALSE,1004,305,1309,"A Taiwanese woman was preparing to go to Wuhan, China, for a vacation; but on the morning of the flight, she found that her dog tore the passport; this flight was one day before the city closed and the quarantine of the residents #coronavirus #CoronavirusWho",,,
2020-01-25T03:54:13Z,TRUE,970,333,1303,Many Chinese flying in from Wuhan as the #ChineseNewYear holiday ends. You need to monitor someone for 14 days to confirm that he/she is free from the #CoronaVirus. I hear that health officials at JKIA are just collecting bribes from those traveling from Wuhan.,,,
2020-01-25T18:05:54Z,FALSE,777,526,1303,Heartbreaking scenes from #Wuhan #China 2020: A man infected with the #WuhanCoronovirus tried to escape but security forces returned him into the ambulance van. #CoronavirusOutbreak #nCoV2019 #coronavirus #WuhanCoronovirus,,,
2020-02-12T08:12:54Z,TRUE,694,609,1303,"Fang Bin, who had been covering Chinas deadly coronavirus outbreak from its epicenter in Wuhan has gone missing just days after the disappearance of Chen Qiushi, a former rights lawyer who was video blogging from the city. #coronavirus #ChenQiushi",,,
2020-02-06T15:31:26Z,TRUE,939,362,1301,"Chinese doctor Li Wenliang, who first warned about #coronavirus outbreak, has died of epidemic: Official media",,,
2020-02-10T09:47:07Z,FALSE,726,573,1299,"Chinese official telling sick people that once they enter the quarantine building, they will not be allowed to leave. He repeatedly tells the people that they will have to take care of themselves inside as they don't have medical equipment. #WuhanVirus #Wuhan #CoronaVirus",,,
2020-02-08T05:38:47Z,TRUE,715,581,1296,"China's #coronavirus death toll rises to 722 with at least 34,546 people infected",,,
2020-01-31T13:47:20Z,TRUE,696,599,1295,"Excellent overview of the #Wuhan #coronavirus. Some key points: More total cases of #2019nCoV than SARS Rate of new cases is accelerating Spreads more easily is more deadly than seasonal flu Unlike #influenza, NO treatments or #vaccine",,,
2020-01-31T23:24:23Z,FALSE,618,677,1295,"Update: The number of confirmed cases of #coronavirus has risen to 11,329 total cases and 259 deaths.",,,
2020-01-31T21:39:54Z,TRUE,945,343,1288,"Twenty #coronavirus-infected patients, aged 15 to 64, are cured and released from #Wuhan Jinyintan Hospital on Friday. This is the largest number of recovered patients discharged at one time since the epidemic began.",,,
2020-02-06T13:18:18Z,TRUE,1089,196,1285,"Health Ministry: All 645 evacuees from Wuhan, China have tested negative for #Coronavirus. No new case has been reported",,,
2020-01-25T23:39:41Z,TRUE,699,580,1279,"Why is MSM @FOX21News, @nytimes, @RollingStone whitewashing #coronavirus #vaccines Gates linkages when AT LEAST 1 Gates-funded Institute studies owns patents for coronavirus variant worked w Wuhan Institute of Virology, which had biowarfare program.",,,misinformation
2020-02-08T22:03:00Z,TRUE,916,363,1279,VIDEO: - Senate acquits Trump; - #Coronavirus kills hundreds in #China; - No winner in #IowaCaucus; - @FBI's mea culpa,,,
2020-02-10T22:19:06Z,FALSE,637,636,1273,"Confirmed #coronavirus cases by country: 42,268 1,011 dead 161 45 42 1 dead 32 27 18 17 15 14 14 12 11 10 8 8 7 3 1 dead 3 3 2 2 1 1 1 1 1 1 TOTAL Infected: 42,729 Deaths: 1,013 Map:",,,
2020-01-31T17:20:02Z,FALSE,942,329,1271,"""Streaming 'Physical' by Dua Lipa boosts your immune system to help battle the #Coronavirus"" - World Health Organization",,,
2020-02-04T05:22:49Z,FALSE,731,539,1270,"The woman was shopping for food, and suddenly the virus went viral. The dishes can't be eaten. #coronavirus #CoronavirusOutbreak #CoronavirusWho #coronaviruschina",,,
2020-02-06T03:42:09Z,FALSE,689,581,1270,"#Coronavirus showing resistance to earlier antivirals. Researchers from Wuhan General Hospital, Pasteur Institute at Shanghai and Institute of Virology At Hubei are all concerned that the coronavirus seems to be evolving and becoming virulent and stronger. (Thailand Medical News)",,,
2020-01-29T07:24:51Z,TRUE,1122,147,1269,"Ah yes, the QAnon stable geniuses are weighing in on #coronavirus. They recommend drinking bleach. Is this part of the rapture or the end of days? It doesnt sound very rapturous.",,,
2020-01-29T08:25:06Z,FALSE,1038,226,1264,FEUCSO will distribute 1000 pcs of face masks for the FEU students. We will also post preventive measures with regard to #coronavirus,,,
2020-01-25T23:20:02Z,TRUE,816,445,1261,"I just checked the Twitter feeds of Canadas prime minister, foreign minister, transport minister, defence minister health minister. Not a single one of them has anything to say about a #coronavirus patient arriving by plane from China. Like Justin Trudeau, theyre on vacation.",,,
2020-01-29T18:25:01Z,TRUE,886,373,1259,"Day 6 of constructing Huoshenshan Hospital in #Wuhan, a new facility providing 700 to 1,000 beds for #coronavirus infected patients, which is expected to be completed on Feb 2.",,,
2020-02-10T13:31:20Z,FALSE,712,544,1256,A scene from a major city in China. They do this since weeks. The only reason to do this is when the #Coronavirus is airborne. How long have they known?,,,
2020-01-25T23:27:52Z,TRUE,743,510,1253,"Canada has its first case of the #CoronaVirus. The Toronto patient had recently travelled from Wuhan, China.",,,
2020-02-04T02:36:09Z,FALSE,785,468,1253,BREAKING: 64 new deaths reported in one day takes #coronavirus toll in China to 425 - AFP,,,
2020-02-02T11:38:48Z,FALSE,659,591,1250,"#Breaking: Just in - Video footage from inside the finished 1000 bed hospital building just outside the outskirts of #Wuhan, showing a very tough quarantine measure system to contain the #CoronaVirus in #China. And they are still building another 2 of these in the #Hubei province",,,
2020-02-02T13:15:41Z,FALSE,804,446,1250,"Japanese doctors said that masks arent very effective in preventing germs but mainly prevent saliva infection. Most important thing is to change them frequently, taking 2-3 a day. So, its good to use kitchen paper. Most importantly, wash your hands at any time. #CoronaVirus",,,
2020-01-29T04:25:34Z,TRUE,550,699,1249,Do you know novel #coronavirus #2019_nCov is a new virus with no available vaccine or medicine? Here are simple ways to prevent infection or transmitting it. Self-hygiene especially washing your hands is the most important step. #CoronavirusOutbreak #coronavirusindia,,,
2020-02-06T11:23:17Z,FALSE,661,586,1247,"No words to describe Only 1 medical staff to attend He seems exhausted and tried his best... This is what really happening in #Wuhan: understaff, under reported cases, lack of equipment, many patients... Pray for chinese people! #CoronaOutbreak #coronavirus #WuhanVirus",,,
2020-01-25T03:17:23Z,TRUE,626,618,1244,"BREAKING: A doctor in Wuhan, China, has died after a suspected #coronavirus infection, local media reports. More on the latest @business: #CoronavirusOutbreak #",,,
2020-01-27T20:41:41Z,FALSE,957,286,1243,"Does anybody know why Australian authorities are claiming #coronavirus isn't infectious before symptoms appear, while Chinese authorities say it is?",,,
2020-01-31T05:36:13Z,TRUE,760,482,1242,World Health Organization declares #coronavirus global emergency as death toll rises to at least 213,,,
2020-02-12T00:16:51Z,FALSE,733,507,1240,"Geez, I hope its not our future. #coronavirus",,,
2020-02-06T11:57:22Z,TRUE,802,433,1235,Two virus samples were sent from the Canadian lab to the Wuhan lab. One was a deadly hepinavirus. ..the threat to cause a widespread outbreak and its potential for weaponization has increased. #WuFlu #coronaviruschina #outbreak #coronavirus,,,
2020-02-10T09:51:38Z,TRUE,754,480,1234,"BREAKING: The Department of Health has confirmed four more patients in England have tested positive for #coronavirus and ""are all known contacts of a previously confirmed UK case"". Read more on this story here:",,,
2020-01-29T15:34:35Z,TRUE,923,310,1233,I was struck by the determination of Chinese leadership its people to end the new #coronavirus outbreak. They are suffering the most. Their lives economy are bearing the brunt of the outbreak as they make sacrifices to contain it. needs the world's solidarity support,,,
2020-01-31T18:35:39Z,TRUE,815,417,1232,BREAKING: CDC is now ordering the 195 U.S. citizens who were flown from Wuhan China to a military base in Southern California to remain there for 14 days. They've already been there 2 days. It was voluntary. It's now mandatory. So far none of the 195 have #coronavirus.,,,
2020-01-25T01:36:21Z,FALSE,600,630,1230,There are multiple reports of doctors at Chinese hospitals catching the #coronavirus after treating the infected patients and later (after incubation period) collapsing on the floor (with similar respiratory arrests symptoms we observed in other videos).,,,
2020-02-04T11:58:56Z,TRUE,1023,205,1228,Was explaining to an option trader why virus comparisons are inadequate: You must never compare deltas when gammas are very different. This #coronavirus has a high gamma. Straight Jensen's inequality.,,,
2020-02-10T00:45:40Z,FALSE,854,374,1228,Touch lift buttons around epidemic zone in this way is cool. #China #Coronavirus,,,
2020-02-10T14:00:33Z,TRUE,673,554,1227,"UPDATE on #coronavirus testing in the UK: As of 2pm on Monday 10 February 2020, a total of 1,114 tests have concluded 1,106 were confirmed negative 8 positive Updates will be published at 2pm daily until further notice. For latest information visit:",,,
2020-01-29T05:01:45Z,TRUE,658,567,1225,#BREAKING: UAEs Ministry of Health announces diagnosis of #coronavirus case in family from Chinas Wuhan Read latest here:,,,
2020-02-04T16:13:18Z,TRUE,804,420,1224,"In pics: Empty streets in #Beijing on Feb. 4th. Due to the novel #coronavirus outbreak, citizens are staying home to prevent further spread. (Photo by People's Daily, Liu Ye)",,,
2020-02-12T22:52:06Z,FALSE,667,557,1224,LEAKED VIDEO: Many undiagnosed deaths at home in epidemic areas are not included in the death statistics #coronavirus #COVID19,,,
2020-01-31T23:51:47Z,TRUE,820,401,1221,Ive reached out to Twitter for clarity on this but it looks like ZeroHedge may have been suspended following my piece about them doxing a Chinese scientist and accusing him of weaponizing the #coronavirus,,,
2020-01-25T09:07:45Z,TRUE,640,579,1219,WHOs Regional Office for Europe has officially been notified of the first novel #coronavirus cases in Europe. Three cases have been confirmed in France and WHO is in contact with the relevant authorities. WHO encourages countries in the European Region to continue to prepare.,,,
2020-01-31T17:20:00Z,TRUE,541,678,1219,Here's our latest advice for the public on #coronavirus. The government and NHS are well prepared to deal with this virus. There are some simple steps you can take to help. Full information,,,
2020-02-10T12:35:02Z,FALSE,897,322,1219,"#RealChina2020 Merchants always get great ideas. The take away window of a restaurant in Beijing starts ""no-touch"" service in the first working day. #coronavirus",,,
